,idaviso,idcaracteristica,count
22162,47206010,1000111,6
22163,47206010,1000100,6
22164,47206010,2000148,6
22165,47206010,1000092,6
22166,46811676,1000116,1
22171,47768078,1000102,2
22173,47768078,1000110,2
22180,47114457,1000110,1
22184,48533421,1000002,2
22185,48533421,2000148,2
22193,47206051,1000102,6
22195,47206051,1000116,6
22197,47206051,1000111,6
22199,47206051,1000100,6
22200,47000310,2000148,1
22201,47206051,2000148,6
22203,47206051,1000092,6
22205,48709714,1000027,1
22206,46836721,1000027,2
22207,46836721,1000078,2
22215,47662929,1000117,2
22216,47662929,1000106,2
22219,48711807,1000004,6
22220,48711807,1000038,6
22221,48711807,1000110,6
22222,48711807,1000078,6
22223,48711807,1000090,6
22224,48711807,1000092,6
22225,48358177,1000100,2
22226,48358177,1000106,2
22228,46811919,1000111,1
22232,47890545,1000102,6
22235,47890545,1000027,6
22237,47890545,1000111,6
22241,47890545,2000142,6
22242,47890545,1000090,6
22244,47890545,1000092,6
22245,46893807,1000102,4
22246,46893807,1000027,4
22248,46893807,1000111,4
22250,46893807,1000117,4
22252,48358209,1000106,1
22254,48296926,1000027,2
22259,48296926,2000142,2
22269,44132372,1000027,2
22270,44132372,1000111,2
22277,46836541,1000027,3
22278,46836541,1000116,3
22279,46836541,1000078,3
22281,48358220,1000100,2
22283,48358220,1000106,2
22284,48712749,1000102,10
22285,48712749,1000114,10
22286,48712749,1000038,10
22287,48712749,1000027,10
22288,48712749,1000110,10
22292,48712749,1000101,10
22293,48712749,1000068,10
22294,47793563,1000003,1
22295,48712749,1000117,10
22296,48712749,2000148,10
22297,47966205,1000100,1
22298,48712749,1000106,10
22301,48263810,1000102,4
22304,48263810,1000027,4
22306,48263810,1000116,4
22308,48263810,1000111,4
22309,48142297,1000092,1
22311,46606719,1000102,5
22312,46606719,1000116,5
22314,46606719,1000111,5
22316,46606719,1000090,5
22317,46606719,2000148,5
22319,48604331,1000111,1
22321,48713531,1000102,5
22322,46838582,1000027,2
22323,46838582,1000116,2
22324,48713531,1000027,5
22326,48713531,1000110,5
22328,48713531,2000142,5
22330,48713531,2000148,5
22333,47294049,1000027,2
22336,47294049,1000111,2
22338,48712851,1000102,9
22339,48712851,1000027,9
22340,48712851,1000116,9
22341,48712851,1000111,9
22342,48712851,1000078,9
22343,48712851,1000100,9
22344,48712851,1000079,9
22345,48712851,1000068,9
22346,48712851,1000109,9
22347,48343883,1000102,6
22348,48343883,1000105,6
22349,48343883,1000111,6
22350,48343883,1000117,6
22351,48343883,1000106,6
22352,48343883,1000118,6
22353,48695786,1000102,3
22354,48695786,1000114,3
22357,48695786,1000027,3
22361,47967427,1000100,1
22366,48544826,2000141,2
22367,48544826,2000148,2
22368,46811323,1000038,2
22369,46811323,1000116,2
22372,48713501,1000114,4
22373,48713501,1000111,4
22374,48713501,1000085,4
22375,48713501,1000106,4
22377,46811324,1000038,2
22379,46811324,1000116,2
22384,47491266,1000102,5
22387,47491266,1000027,5
22391,47491266,1000111,5
22394,47491266,1000117,5
22396,20389976,2000142,1
22397,47491266,1000118,5
22398,48713652,1000100,1
22404,47206021,1000102,6
22405,47206021,1000116,6
22406,47206021,1000111,6
22407,47206021,1000100,6
22408,47206021,2000148,6
22409,47206021,1000092,6
22411,48713264,1000027,6
22412,48713264,1000116,6
22413,48713264,1000110,6
22414,48713264,1000111,6
22415,48713264,1000078,6
22417,48713264,1000079,6
22420,48212984,1000102,2
22422,48212984,1000110,2
22428,44598665,1000027,1
22431,45212859,1000111,2
22432,45212859,1000100,2
22438,48543288,1000116,2
22439,48543288,2000148,2
22441,46797188,1000111,1
22444,48669058,1000038,4
22450,48543295,2000148,1
22452,48669058,1000085,4
22454,48669058,1000106,4
22455,48669058,1000118,4
22460,46811565,1000111,3
22463,46811565,1000079,3
22466,47135591,1000111,2
22467,46811565,2000148,3
22468,47135591,1000100,2
22471,48713393,1000038,8
22474,48713393,1000105,8
22475,48713393,1000099,8
22477,48713393,1000111,8
22478,48713393,1000078,8
22480,48713393,1000101,8
22485,48713393,1000085,8
22486,48713393,1000090,8
22488,47135458,1000027,3
22491,48136124,1000102,2
22492,47135458,1000111,3
22494,48136124,1000111,2
22495,47135458,2000142,3
22497,48349924,1000102,8
22499,48349924,1000038,8
22500,48491568,1000027,1
22501,48349924,1000027,8
22502,48349924,1000105,8
22504,48349924,1000111,8
22506,46811472,1000102,2
22509,48349924,1000068,8
22510,46811472,1000101,2
22513,48349924,2000148,8
22515,48349924,1000118,8
22522,47206013,1000102,6
22523,47206013,1000116,6
22524,47206013,1000111,6
22525,47206013,1000100,6
22526,47206013,2000148,6
22527,47206013,1000092,6
22528,48641999,1000102,4
22529,48641999,1000116,4
22531,48641999,1000078,4
22534,48641999,1000117,4
22535,46797137,1000110,2
22536,47502893,1000111,2
22537,46797137,1000111,2
22541,47665841,1000038,4
22542,47665841,1000116,4
22543,47665841,1000110,4
22547,47665841,1000101,4
22549,47094066,1000079,3
22550,47094066,1000101,3
22551,47094066,1000109,3
22552,46780376,1000102,3
22553,46780376,1000116,3
22555,46780376,1000100,3
22557,48461331,1000102,5
22558,48461331,1000027,5
22559,48461331,1000116,5
22560,48461331,1000110,5
22561,48461331,1000111,5
22565,48592566,1000027,1
22567,48358191,1000100,1
22568,48584794,1000102,4
22572,48584794,1000116,4
22574,48584794,1000111,4
22575,48584794,1000001,4
22577,48713518,1000102,2
22579,46905339,1000111,2
22582,48713518,1000111,2
22583,46905339,2000148,2
22587,46675400,1000102,6
22588,48358204,1000100,3
22590,48358204,1000117,3
22591,46675400,1000027,6
22592,48358204,1000106,3
22593,46675400,1000111,6
22596,46675400,1000090,6
22597,46675400,2000148,6
22598,46675400,1000092,6
22599,46811128,1000102,3
22603,46811128,1000101,3
22604,46811128,1000085,3
22606,48358206,1000100,3
22607,48358206,1000117,3
22608,48358206,1000106,3
22609,48712812,1000102,6
22610,48712812,1000038,6
22611,48712812,1000027,6
22612,48712812,1000111,6
22613,48712812,1000100,6
22615,48712812,2000148,6
22618,48543299,2000148,1
22620,46905335,1000111,3
22622,46905335,1000101,3
22624,46905335,2000148,3
22626,48358266,1000117,2
22627,48358266,1000106,2
22628,47966484,1000100,1
22629,48611383,1000102,2
22630,48611383,1000111,2
22633,45362265,1000110,4
22634,45362265,1000111,4
22635,45362265,1000078,4
22637,45362265,1000090,4
22638,46905279,1000116,1
22643,47047596,1000027,1
22649,46944083,1000116,2
22650,48663861,1000027,2
22652,48663861,1000111,2
22653,46944083,1000111,2
22656,48713461,1000027,1
22666,48567535,1000027,3
22667,48567535,1000111,3
22669,48567535,1000085,3
22672,48619093,1000116,1
22678,48696323,1000102,3
22679,48696323,1000110,3
22681,48696323,1000111,3
22682,47285698,1000027,3
22684,47285698,1000111,3
22687,47285698,1000106,3
22693,46855472,1000078,3
22694,48619096,1000116,1
22699,46855472,1000117,3
22701,46855472,1000106,3
22705,47222415,1000102,5
22706,47222415,1000110,5
22707,47222415,1000111,5
22709,47222415,1000100,5
22711,47222415,1000117,5
22712,48109768,1000116,2
22713,48109768,1000079,2
22716,48109804,1000116,2
22717,48109804,1000079,2
22720,48505633,1000102,6
22721,48505633,1000027,6
22723,48505633,1000116,6
22725,48505633,1000110,6
22728,48505633,1000111,6
22729,47120135,1000078,1
22730,48505633,1000100,6
22733,48696680,1000110,1
22742,45228757,1000110,3
22743,45228757,1000111,3
22744,45228757,1000078,3
22748,47086477,1000116,1
22751,48499020,1000038,4
22753,48499020,1000111,4
22755,48499020,1000100,4
22756,48713779,1000102,1
22758,48499020,2000142,4
22761,46898321,1000102,3
22763,46898321,1000027,3
22765,46898321,1000111,3
22769,48503892,1000027,1
22772,44524721,1000102,2
22773,44524721,1000111,2
22775,48713250,1000102,6
22776,48713250,1000111,6
22777,48713250,1000078,6
22778,48713250,1000100,6
22779,48713250,1000079,6
22780,48713250,2000148,6
22782,45645319,1000110,3
22783,45645319,1000078,3
22786,45645319,1000068,3
22793,48713563,1000099,1
22796,46543912,2000148,1
22797,44525254,1000116,4
22798,44525254,1000111,4
22799,44525254,1000078,4
22801,44525254,1000068,4
22803,46467353,1000111,1
22805,44524760,1000102,4
22806,47206011,1000102,6
22807,44524760,1000110,4
22808,47206011,1000116,6
22809,44524760,1000111,4
22810,47206011,1000111,6
22813,44524760,1000068,4
22814,47206011,1000100,6
22815,46887634,1000111,1
22817,47206011,2000148,6
22819,47790687,1000111,1
22820,47206011,1000092,6
22823,46811885,1000079,2
22824,46811885,1000109,2
22826,46811891,1000111,2
22830,46811891,2000148,2
22831,48119384,1000111,3
22836,48119384,1000101,3
22838,48119384,1000118,3
22841,48236783,1000110,1
22849,47204099,1000102,6
22850,47204099,1000105,6
22851,47204099,1000110,6
22852,47204099,1000111,6
22854,47204099,1000101,6
22857,47204099,1000109,6
22859,46811681,1000116,1
22862,47421849,1000111,2
22864,47421849,1000100,2
22869,47974145,1000102,7
22870,47974145,1000114,7
22871,47974145,1000038,7
22872,47974145,1000111,7
22873,47974145,1000078,7
22874,47974145,1000117,7
22875,47974145,1000118,7
22879,47883786,1000117,2
22880,47883786,1000118,2
22882,48242196,1000027,1
22883,46811339,1000038,1
22886,46811329,1000038,2
22888,46811329,1000116,2
22891,46057379,1000110,2
22892,46057379,1000111,2
22906,48571372,1000092,1
22907,48443297,1000116,3
22908,48443297,1000101,3
22909,48443297,1000092,3
22911,47725319,1000099,2
22917,48354031,1000102,9
22919,48354031,1000114,9
22920,47725319,1000085,2
22921,48354031,1000038,9
22923,48354031,1000110,9
22928,48354031,1000101,9
22929,48354031,1000068,9
22930,48354031,1000117,9
22931,48354031,2000148,9
22932,48354031,1000106,9
22935,48709689,1000100,1
22938,48268695,1000027,3
22945,48268695,1000085,3
22948,46811345,1000027,4
22949,48268695,1000118,3
22950,46811345,1000110,4
22952,46811345,1000111,4
22956,46811345,1000118,4
22957,48358107,1000102,2
22958,48358107,1000100,2
22959,48212989,1000102,2
22961,48212989,1000110,2
22970,46776476,1000110,4
22971,46776476,1000111,4
22976,46776476,2000142,4
22977,46776476,1000085,4
22985,48594801,1000090,2
22986,48594801,2000148,2
22987,48358109,1000102,2
22988,48358109,1000100,2
22990,46798502,1000038,3
22991,46798502,1000116,3
22992,46798502,1000110,3
22998,46898307,1000102,2
22999,46898307,1000027,2
23001,47753666,1000027,3
23002,47753666,1000100,3
23003,47753666,1000109,3
23004,46811302,1000038,2
23005,46811302,1000116,2
23007,45903482,1000102,6
23008,45903482,1000038,6
23009,45903482,1000110,6
23011,45903482,1000100,6
23013,45903482,1000117,6
23014,45903482,2000148,6
23025,48497521,1000102,7
23026,48497521,1000114,7
23027,48497521,1000027,7
23028,48497521,1000111,7
23029,48497521,1000100,7
23030,48497521,1000101,7
23031,48497521,2000148,7
23032,46811584,1000102,1
23034,48358093,1000102,5
23035,48358093,1000111,5
23036,48358093,1000100,5
23037,48358093,1000117,5
23038,48358093,1000106,5
23041,46811779,1000111,2
23043,46811779,2000148,2
23045,48358106,1000102,2
23046,48358106,1000100,2
23047,46838407,1000038,2
23048,46838407,1000116,2
23052,43479540,2000142,2
23053,43479540,2000141,2
23055,46887255,1000116,4
23056,46887255,1000111,4
23058,46887255,1000079,4
23060,46887255,1000109,4
23061,48358195,1000102,4
23062,46838426,1000038,2
23063,48358195,1000116,4
23064,46838426,1000116,2
23065,48358195,1000100,4
23067,48358195,1000106,4
23068,47977111,1000102,4
23069,47977111,1000114,4
23070,47977111,1000110,4
23071,47977111,1000111,4
23073,47459694,1000110,1
23076,46811401,1000102,5
23077,48358196,1000102,4
23079,48358196,1000116,4
23080,46811401,1000027,5
23081,48358196,1000100,4
23082,46838441,1000038,1
23083,47807310,1000102,6
23084,46811401,1000116,5
23085,48041958,1000110,2
23086,48358196,1000106,4
23088,47807310,1000114,6
23092,47807310,1000116,6
23093,46811401,1000101,5
23094,48041958,2000141,2
23096,46811401,2000148,5
23099,47807310,1000079,6
23101,47807310,2000148,6
23102,47807310,1000106,6
23105,46811129,1000102,3
23110,46811129,1000101,3
23111,46811129,1000085,3
23116,48713539,1000111,2
23117,46811775,1000111,2
23121,46811775,2000148,2
23122,48358211,1000100,2
23125,48358211,1000106,2
23128,48713539,1000117,2
23132,46811121,1000102,3
23134,48358241,1000110,4
23136,48358241,1000111,4
23138,48358241,1000106,4
23139,46811121,1000101,3
23140,48358241,1000118,4
23141,46811121,1000085,3
23147,47819364,1000109,1
23148,46905244,1000004,2
23149,46905244,1000116,2
23153,46887627,1000110,1
23154,47807299,1000114,5
23155,47807299,1000116,5
23158,47807299,1000079,5
23160,47807299,2000148,5
23161,47807299,1000106,5
23162,48358268,1000102,3
23163,48358268,1000111,3
23164,48358268,1000117,3
23170,48713282,1000102,5
23171,48713282,1000004,5
23172,48713282,1000027,5
23173,48713282,1000110,5
23174,48713282,1000111,5
23180,47807335,1000090,2
23181,47807335,2000148,2
23183,46905237,1000116,1
23189,47569868,1000110,2
23190,47569868,1000111,2
23192,48713300,1000102,9
23193,48713300,1000114,9
23194,48713300,1000038,9
23195,48713300,1000110,9
23199,48713300,1000101,9
23200,48713300,1000068,9
23201,48713300,1000117,9
23202,48713300,2000148,9
23203,48713300,1000106,9
23207,48713554,1000111,3
23213,46920439,1000027,8
23214,48713554,2000142,3
23216,46920439,1000116,8
23217,48713554,2000141,3
23218,46920439,1000105,8
23221,46920439,1000110,8
23223,46920439,1000111,8
23230,46920439,1000117,8
23231,46920439,1000106,8
23232,46920439,1000118,8
23233,47328410,1000102,2
23234,47328410,1000027,2
23237,46639138,1000027,4
23240,46639138,1000078,4
23241,46639138,1000079,4
23242,46639138,1000117,4
23243,48670234,1000102,10
23244,48670234,1000114,10
23245,48670234,1000038,10
23246,48670234,1000027,10
23247,48670234,1000110,10
23251,48670234,1000101,10
23252,48670234,1000068,10
23253,48670234,1000117,10
23255,46811749,1000111,3
23256,48670234,2000148,10
23258,48670234,1000106,10
23261,46811749,2000148,3
23264,46811749,1000106,3
23265,48493667,1000114,5
23266,48493667,1000027,5
23267,48493667,1000111,5
23269,48493667,1000101,5
23270,48493667,2000148,5
23274,47336810,1000114,5
23275,47336810,1000116,5
23276,47336810,1000110,5
23277,47336810,1000078,5
23279,47336810,2000148,5
23280,47561692,1000114,5
23281,47561692,1000116,5
23282,47561692,1000110,5
23283,47561692,1000078,5
23285,47561692,2000148,5
23286,48619086,1000004,5
23287,48619086,1000116,5
23288,48619086,1000078,5
23289,48619086,1000100,5
23291,48619086,1000106,5
23292,48713219,1000102,10
23293,48713219,1000114,10
23294,48713219,1000038,10
23295,48713219,1000027,10
23296,48713219,1000110,10
23300,48713219,1000101,10
23301,48713219,1000068,10
23302,48713219,1000117,10
23303,48713219,2000148,10
23305,48713219,1000106,10
23306,48713529,1000027,3
23308,48713529,1000116,3
23310,48713529,1000110,3
23312,46811304,1000038,2
23313,46811304,1000116,2
23315,48710082,1000038,5
23316,48710082,1000116,5
23317,47336808,1000114,5
23318,48710082,1000111,5
23319,47336808,1000116,5
23321,47336808,1000110,5
23323,47336808,1000078,5
23324,48710082,2000142,5
23327,47336808,2000148,5
23328,48710082,1000109,5
23329,47567954,1000102,6
23330,47567954,1000114,6
23331,47567954,1000116,6
23334,47567954,1000079,6
23336,47567954,2000148,6
23337,47567954,1000106,6
23338,44432438,1000102,4
23339,44432438,1000114,4
23341,44432438,1000116,4
23345,44432438,1000117,4
23347,47561690,1000114,5
23348,48712753,1000038,7
23349,48619101,1000116,1
23350,47561690,1000116,5
23351,48712753,1000027,7
23352,47561690,1000110,5
23354,48712753,1000111,7
23355,47561690,1000078,5
23358,48712753,1000078,7
23359,47561690,2000148,5
23361,48712753,2000141,7
23362,48712753,1000106,7
23363,48712753,1000118,7
23364,46811321,1000038,2
23365,46811321,1000116,2
23367,48041933,1000110,2
23369,48041933,2000141,2
23371,48104078,1000116,2
23372,48104078,1000079,2
23378,46801750,1000027,2
23379,46801750,1000116,2
23389,48713286,1000109,1
23390,48041940,1000110,2
23392,48041940,2000141,2
23393,41457976,1000102,2
23395,41457976,1000100,2
23397,48322753,1000114,2
23406,47739101,1000105,3
23409,47739101,1000111,3
23410,48322753,2000148,2
23414,47739101,1000118,3
23416,46811157,1000102,2
23417,46811157,1000111,2
23419,48069818,1000116,2
23420,48069818,1000079,2
23426,48116802,1000101,1
23427,46811331,1000038,2
23429,46811331,1000116,2
23432,46932435,1000111,1
23433,48041949,1000110,2
23435,48041949,2000141,2
23438,48109694,1000116,2
23439,48713532,1000111,1
23440,48109694,1000079,2
23444,48358091,1000102,5
23445,48358091,1000111,5
23446,48358091,1000100,5
23447,48358091,1000117,5
23448,48358091,1000106,5
23449,46811309,1000038,2
23450,46811309,1000116,2
23459,46797208,1000110,1
23461,48104054,1000116,2
23462,48104054,1000079,2
23466,48642147,1000111,1
23468,47884350,1000110,2
23470,47884350,1000100,2
23472,48713259,1000090,1
23477,48713588,1000038,3
23485,48713588,2000141,3
23489,48548384,1000079,2
23491,48548384,1000092,2
23492,48713588,1000085,3
23493,48358164,1000102,1
23498,46797135,1000110,2
23499,46797135,1000111,2
23503,46811175,1000027,2
23506,48358231,1000100,2
23508,48358231,1000106,2
23512,48169007,1000111,1
23515,46811175,2000148,2
23519,46797145,1000110,2
23520,46797145,1000111,2
23523,48684079,1000038,2
23525,48684079,1000111,2
23534,48479293,1000102,4
23535,48479293,1000116,4
23536,48479293,1000111,4
23537,48479293,1000106,4
23538,48358235,1000102,5
23539,48358235,1000116,5
23540,48358235,1000078,5
23541,48358235,1000100,5
23542,48358235,1000117,5
23543,48285094,1000114,5
23544,46767409,1000102,9
23545,48285094,1000116,5
23546,46767409,1000114,9
23547,48285094,1000110,5
23548,46767409,1000027,9
23549,48285094,1000078,5
23550,46767409,1000116,9
23553,48285094,2000148,5
23554,46767409,1000100,9
23556,46767409,1000101,9
23559,46767409,2000148,9
23560,46767409,1000118,9
23562,46767409,1000109,9
23569,48358263,1000117,2
23570,48358263,1000106,2
23576,46811191,1000116,4
23578,46811191,1000078,4
23579,46811191,1000100,4
23581,48371951,1000100,1
23582,46811191,1000068,4
23586,46700493,1000116,5
23588,46700493,1000090,5
23589,46700493,2000148,5
23590,46700493,1000118,5
23591,46700493,1000109,5
23597,48711329,1000100,1
23602,48713326,1000102,3
23604,48713326,1000027,3
23605,48713326,1000111,3
23608,47485894,1000027,2
23610,47485894,1000101,2
23611,48690026,1000102,6
23612,48690026,1000116,6
23613,48690026,1000111,6
23615,48690026,1000068,6
23616,48690026,2000142,6
23617,48690026,1000117,6
23620,46797165,1000111,1
23621,48632778,1000027,5
23622,48632778,1000110,5
23624,48632778,1000078,5
