,idaviso,idcaracteristica,count
19999,47842795,1000116,6
20000,47842795,1000078,6
20001,47842795,1000100,6
20002,47842795,1000090,6
20003,48499146,1000102,3
20004,48499146,1000114,3
20005,48499146,1000111,3
20006,48713297,1000102,4
20007,48713297,1000105,4
20008,48713297,1000111,4
20009,48713297,1000106,4
20011,47459669,1000116,3
20019,47459669,1000106,3
20021,47459669,1000109,3
20029,47898065,1000102,4
20030,47898065,1000110,4
20031,47898065,1000111,4
20032,47898065,1000100,4
20034,47884327,1000027,1
20035,42065416,1000116,3
20036,42065416,1000110,3
20037,42065416,1000100,3
20039,48713436,1000111,1
20040,47205999,1000102,7
20041,47205999,1000116,7
20042,47205999,1000111,7
20043,47205999,1000100,7
20044,47205999,2000148,7
20045,47205999,1000106,7
20046,47205999,1000092,7
20047,47967145,1000100,1
20051,47720381,1000114,1
20055,48670052,1000027,1
20064,47990292,1000116,2
20065,47990292,1000111,2
20068,48713356,1000004,3
20070,48713356,1000111,3
20071,48713356,1000100,3
20073,48255800,1000102,4
20074,48255800,1000078,4
20075,47280728,1000038,2
20076,48255800,1000100,4
20077,47280728,2000148,2
20078,48255800,1000092,4
20080,48443791,1000027,3
20081,48443791,1000110,3
20082,48443791,1000111,3
20086,48686854,1000111,2
20088,48686854,1000079,2
20100,47990386,1000116,2
20101,47990386,1000111,2
20106,48697447,1000111,1
20111,47779234,1000102,6
20112,47779234,1000114,6
20114,47779234,1000099,6
20116,47779234,1000110,6
20118,47779234,1000111,6
20120,47779234,1000078,6
20122,48562136,2000142,1
20125,48608750,1000116,1
20126,47779083,1000004,4
20127,47779083,1000116,4
20128,48469080,1000102,2
20129,47779083,1000101,4
20130,47779083,2000148,4
20131,48469080,1000111,2
20134,48713367,1000102,3
20135,48713367,1000111,3
20136,48713367,1000100,3
20142,48713265,1000111,1
20146,48574961,1000092,1
20151,48712823,1000111,3
20152,48712823,1000078,3
20154,48712823,1000117,3
20155,48639539,1000102,4
20158,48639539,1000110,4
20159,48639539,1000111,4
20160,48639539,1000101,4
20164,48699818,1000116,3
20167,48699818,1000078,3
20169,48699818,1000079,3
20176,47206050,1000102,6
20177,47206050,1000116,6
20178,47206050,1000111,6
20179,47206050,1000100,6
20180,47206050,2000148,6
20181,47206050,1000092,6
20185,48713684,1000102,4
20187,48713684,1000111,4
20188,48713684,1000100,4
20189,48713684,2000148,4
20191,47661194,1000114,4
20192,47661194,1000027,4
20194,47661194,1000079,4
20195,48571914,1000110,1
20196,47661194,2000148,4
20203,48042087,1000102,9
20204,48042087,1000114,9
20205,48042087,1000038,9
20206,48042087,1000110,9
20210,48042087,1000101,9
20211,48042087,1000068,9
20212,48042087,1000117,9
20213,48042087,2000148,9
20214,48042087,1000106,9
20219,48713686,1000092,1
20221,44800265,1000116,2
20223,44800265,1000111,2
20226,47320517,1000027,3
20228,47320517,1000116,3
20235,47320517,1000101,3
20236,44110915,1000102,1
20237,45228705,1000102,4
20238,45228705,1000038,4
20239,45228705,1000111,4
20241,45228705,1000118,4
20245,48713855,1000102,2
20249,48713855,1000117,2
20250,48705017,1000078,5
20251,48705017,1000079,5
20252,48705017,1000085,5
20253,48705017,1000090,5
20254,48705017,1000092,5
20255,48538708,1000102,3
20256,48041914,1000110,2
20257,48711790,1000004,6
20259,48538708,1000114,3
20261,48711790,1000038,6
20262,48538708,1000111,3
20263,48041914,2000141,2
20264,48711790,1000110,6
20266,48711790,1000078,6
20267,48711790,1000090,6
20268,48711790,1000092,6
20270,47381786,1000114,5
20271,47381786,1000116,5
20272,47381786,1000111,5
20279,47381786,2000148,5
20282,48637736,1000111,1
20285,47381786,1000109,5
20287,47388733,1000102,2
20288,47388733,1000116,2
20291,44064999,1000111,1
20294,46467354,1000111,1
20303,48657495,1000102,3
20305,48657495,1000114,3
20308,48713474,1000101,1
20309,48657495,1000111,3
20316,46590407,1000102,2
20317,46590407,1000027,2
20321,44033941,1000027,2
20323,44033941,1000111,2
20325,47778714,1000111,1
20328,47459688,1000110,3
20329,47459688,1000100,3
20332,47459688,1000090,3
20343,46510995,1000102,5
20344,46510995,1000038,5
20345,46510995,1000116,5
20346,46510995,1000111,5
20348,46510995,2000141,5
20350,48564197,1000100,1
20356,48713565,1000078,3
20357,48713565,1000085,3
20358,48713565,1000117,3
20364,47898473,1000001,1
20365,47206015,1000102,6
20366,47206015,1000116,6
20367,47206015,1000111,6
20368,47206015,1000100,6
20369,47206015,2000148,6
20370,47206015,1000092,6
20371,48381604,1000079,3
20372,48381604,2000142,3
20373,48381604,2000148,3
20374,48713571,1000116,2
20375,48713571,1000110,2
20379,46767431,1000116,3
20386,46767431,2000148,3
20387,46767431,1000106,3
20389,43268463,1000102,2
20390,43268463,1000027,2
20391,48688055,1000102,2
20392,48688055,1000100,2
20396,48713239,1000106,2
20397,48713239,1000118,2
20406,47379468,2000148,1
20407,48713877,1000110,3
20411,48491763,1000102,1
20415,48713877,1000090,3
20416,48713877,1000092,3
20417,48358123,1000100,2
20418,48358123,1000106,2
20421,48713031,1000111,3
20425,48713031,1000106,3
20426,48713031,1000118,3
20427,48358124,1000100,2
20428,48358124,1000106,2
20430,47870100,1000114,5
20432,47870100,1000116,5
20436,47870100,1000101,5
20439,47870100,2000148,5
20441,47870100,1000109,5
20442,48358143,1000102,2
20443,48358143,1000100,2
20445,48574202,1000038,7
20446,48574202,1000116,7
20447,48574202,1000110,7
20448,48574202,1000111,7
20449,48574202,1000078,7
20451,48574202,1000079,7
20455,47206043,1000102,6
20456,48574202,1000109,7
20457,47206043,1000116,6
20458,47206043,1000111,6
20459,47206043,1000100,6
20460,47206043,2000148,6
20461,47206043,1000092,6
20462,46917135,1000102,3
20463,46917135,1000111,3
20464,46917135,1000117,3
20465,47228746,1000102,5
20466,47228746,1000027,5
20467,47228746,1000111,5
20468,47228746,1000100,5
20470,47228746,1000106,5
20473,47809495,1000038,1
20475,48604067,1000102,2
20476,48604067,1000116,2
20482,48713578,1000111,1
20487,47206045,1000102,6
20488,47206045,1000116,6
20489,47206045,1000111,6
20490,47206045,1000100,6
20491,47206045,2000148,6
20492,47206045,1000092,6
20495,46870136,1000111,1
20499,48713884,1000111,4
20500,48713884,1000078,4
20502,48713884,1000079,4
20505,48713884,1000106,4
20506,48710773,1000027,4
20507,48710773,1000116,4
20508,48710773,1000078,4
20509,48710773,1000079,4
20517,48353887,1000102,9
20518,48353887,1000114,9
20519,48353887,1000038,9
20520,48353887,1000110,9
20524,48353887,1000101,9
20525,48353887,1000068,9
20526,48353887,1000117,9
20527,48353887,2000148,9
20528,48353887,1000106,9
20531,44460773,1000102,2
20532,44460773,1000100,2
20534,48713621,1000111,2
20535,48713621,1000079,2
20537,48670728,1000102,10
20538,48670728,1000114,10
20539,48670728,1000038,10
20540,48670728,1000027,10
20541,48670728,1000110,10
20545,48670728,1000101,10
20546,48670728,1000068,10
20548,48670728,1000117,10
20549,48670728,2000148,10
20551,48705055,1000111,4
20552,48670728,1000106,10
20557,48705055,1000101,4
20558,45805389,1000102,4
20561,48705055,2000148,4
20562,45805389,1000027,4
20563,45805389,1000116,4
20564,45805389,1000111,4
20565,48489247,1000102,5
20567,48489247,1000027,5
20568,48489247,1000116,5
20569,48489247,1000110,5
20574,48489247,1000092,5
20576,48713543,1000079,2
20577,48713543,1000068,2
20578,47206080,1000102,6
20579,47206080,1000116,6
20580,47206080,1000111,6
20581,47206080,1000100,6
20582,47206080,2000148,6
20583,47206080,1000092,6
20589,47135594,1000111,3
20590,48090732,1000068,2
20591,47135594,1000100,3
20593,48090732,2000148,2
20594,47135594,1000106,3
20598,48581670,1000111,1
20601,48203933,1000102,3
20602,48203933,1000116,3
20603,48203933,1000111,3
20604,47589835,1000102,6
20605,47589835,1000038,6
20606,47589835,1000027,6
20607,47589835,1000110,6
20608,47589835,1000111,6
20609,47589835,1000109,6
20610,46811888,1000038,2
20611,46811888,1000027,2
20612,48713573,1000102,3
20613,48713573,1000027,3
20615,48713573,1000111,3
20617,47608394,1000078,3
20619,47608394,1000117,3
20620,47608394,1000118,3
20622,48478093,1000038,1
20627,48554898,1000116,6
20628,48358110,1000102,2
20629,48554898,1000110,6
20630,48358110,1000100,2
20631,48554898,1000111,6
20632,48554898,1000078,6
20633,48554898,1000100,6
20634,48554898,1000090,6
20635,46700637,1000102,4
20636,46700637,1000110,4
20637,46700637,1000111,4
20638,46700637,1000109,4
20642,46811796,1000111,2
20649,46811796,2000148,2
20650,48358112,1000102,2
20651,48358112,1000100,2
20652,45507889,1000102,2
20654,45507889,1000027,2
20657,46811692,1000116,1
20663,46777592,1000116,3
20664,46777592,1000090,3
20665,46777592,2000148,3
20668,44291331,1000102,4
20671,44278387,1000027,3
20672,44291331,1000111,4
20673,44278387,1000111,3
20674,44291331,1000001,4
20678,44291331,1000117,4
20680,48358128,1000100,2
20681,48358128,1000106,2
20685,44278387,2000148,3
20696,47378589,1000100,1
20703,48584632,1000111,1
20705,48642144,1000102,6
20706,48642144,1000110,6
20707,48642144,1000111,6
20708,48642144,1000100,6
20709,48642144,1000106,6
20710,48642144,1000118,6
20711,46811217,1000102,4
20712,46811217,1000038,4
20713,46811217,1000116,4
20714,46811217,1000110,4
20718,48358157,1000102,1
20722,48591282,1000110,2
20723,48543286,2000148,1
20725,48591282,2000141,2
20732,48713315,1000004,2
20734,48713315,2000148,2
20735,48686817,1000110,2
20736,48686817,1000111,2
20741,46811480,1000116,2
20743,46811480,1000111,2
20749,44256712,1000102,3
20750,44256712,1000111,3
20751,44256712,1000117,3
20754,48258535,1000111,1
20756,47047553,1000027,2
20758,47047553,1000111,2
20761,46905226,1000116,1
20767,48611761,1000116,2
20769,48611761,1000111,2
20787,45978155,1000102,3
20789,45978155,1000111,3
20791,45978155,1000079,3
20808,48109771,1000116,2
20809,48109771,1000079,2
20812,42039008,1000102,4
20814,42039008,1000110,4
20816,42039008,1000111,4
20818,42039008,1000100,4
20824,45798266,2000141,1
20829,48713319,1000102,2
20830,48713319,1000111,2
20832,48038982,1000027,2
20833,48038982,1000111,2
20834,47882011,1000102,6
20835,47882011,1000027,6
20836,47882011,1000111,6
20839,47882011,1000100,6
20840,48636793,1000038,1
20843,47882011,1000117,6
20845,47882011,1000106,6
20855,48713288,1000111,2
20858,48713288,1000109,2
20861,48450434,1000027,4
20863,48450434,1000111,4
20864,48450434,1000078,4
20866,48450434,1000109,4
20869,48713281,1000118,1
20870,42271141,1000114,5
20871,42271141,1000038,5
20872,42271141,1000027,5
20874,42271141,1000116,5
20875,48290680,1000116,3
20876,42271141,1000100,5
20878,48290680,1000111,3
20879,48290680,1000100,3
20881,33318109,1000102,3
20882,33318109,1000111,3
20883,33318109,1000100,3
20884,47944215,1000102,2
20885,47944215,1000111,2
20886,48397574,1000079,1
20895,46811670,1000105,1
20909,48040360,1000102,10
20910,48703570,2000142,2
20911,47454467,1000102,2
20912,48040360,1000116,10
20914,47454467,1000027,2
20915,48040360,1000110,10
20917,48703570,2000148,2
20918,48040360,1000111,10
20919,48040360,1000100,10
20921,48040360,1000101,10
20924,48040360,1000117,10
20925,48040360,2000148,10
20926,48040360,1000118,10
20927,48616476,1000102,10
20928,48040360,1000109,10
20929,48616476,1000116,10
20930,48616476,1000105,10
20931,48616476,1000110,10
20932,48616476,1000111,10
20933,48616476,1000078,10
20934,48616476,1000079,10
20935,48616476,1000068,10
20937,48616476,1000118,10
20939,48616476,1000109,10
20940,47979315,1000078,1
20944,47604417,1000111,1
20948,48638015,1000110,2
20949,48638015,1000111,2
20961,45450895,1000116,4
20963,48713403,2000142,1
20964,45450895,1000110,4
20966,45450895,1000111,4
20967,45450895,1000101,4
20979,48117927,1000092,1
20980,48296895,1000102,2
20984,48296895,1000111,2
20987,47511721,1000111,1
20990,47380962,1000111,5
20992,47380962,1000078,5
20994,47380962,1000100,5
20996,47380962,1000090,5
20997,47380962,1000109,5
20998,48713299,1000102,6
20999,48713299,1000110,6
21000,48713299,1000111,6
21001,48713299,1000078,6
21002,48713299,1000079,6
21003,48713299,1000109,6
21009,48137893,1000085,3
21011,48137893,2000148,3
21012,48137893,1000118,3
21013,48296962,1000102,6
21014,48296962,1000027,6
21015,48296962,1000111,6
21016,48296962,1000100,6
21017,48296962,1000101,6
21018,48296962,1000117,6
21020,46049155,1000004,4
21021,46049155,1000027,4
21023,46049155,1000111,4
21025,46049155,1000090,4
21027,47359674,1000102,12
21029,47359674,1000038,12
21031,47359674,1000116,12
21032,47752715,1000111,1
21033,47359674,1000099,12
21035,47359674,1000110,12
21037,47359674,1000111,12
21040,47359674,1000078,12
21041,46811202,1000027,4
21042,47359674,1000079,12
21043,46811202,1000116,4
21044,46811202,1000111,4
21045,47359674,1000117,12
21047,47359674,1000106,12
21049,47359674,1000118,12
21051,47359674,1000109,12
21054,46811202,1000118,4
21056,47551410,1000102,8
21057,47551410,1000038,8
21058,47551410,1000111,8
21059,47551410,1000078,8
21060,47551410,1000079,8
21061,47551410,1000106,8
21062,47551410,1000118,8
21063,47551410,1000109,8
21064,48184592,1000111,5
21065,48184592,1000100,5
21066,48184592,1000117,5
21067,48184592,1000106,5
21068,48184592,1000109,5
21069,46811206,1000004,2
21070,46811206,1000116,2
21072,47206024,1000102,6
21073,47206024,1000116,6
21075,47206024,1000111,6
21076,48119458,1000116,5
21077,47206024,1000100,6
21078,48119458,1000111,5
21079,47206024,2000148,6
21081,47206024,1000092,6
21084,48119458,1000101,5
21086,48119458,1000106,5
21087,48119458,1000118,5
21089,48662027,1000102,2
21091,48662027,1000100,2
21093,48713389,1000038,8
21095,48713389,1000105,8
21096,48713389,1000099,8
21098,48713389,1000111,8
21099,48713389,1000078,8
21101,48713389,1000101,8
21106,48713389,1000085,8
21107,48713389,1000090,8
21110,48111216,1000101,1
21115,46811554,1000027,1
21122,48480405,1000101,1
21125,47722819,1000004,3
21127,47722819,1000116,3
21128,47722819,1000078,3
21131,48184605,1000100,1
21136,48713332,1000102,9
21137,48713332,1000110,9
21138,48713332,1000111,9
21139,48713332,1000078,9
21140,48713332,1000079,9
21141,48713332,1000117,9
21142,48713332,1000106,9
21143,48713332,1000118,9
21144,48713332,1000109,9
21145,47802319,1000102,2
21147,47802319,1000111,2
21149,48713488,1000102,4
21150,48713488,1000114,4
21151,48713488,1000111,4
21152,48713488,1000109,4
21153,46811402,1000102,5
21155,46811402,1000027,5
21157,46811402,1000116,5
21158,48565908,1000102,4
21159,44405404,1000111,1
21161,48565908,1000001,4
21163,46811402,1000101,5
21164,48565908,1000100,4
21166,46811402,2000148,5
21168,48565908,2000148,4
21173,48713416,1000111,2
21177,48713416,2000141,2
21182,46905239,1000116,1
21189,47680602,1000027,1
21192,47807474,1000116,4
21193,47807474,1000111,4
21197,47807474,1000101,4
21199,47807474,1000118,4
21201,48041912,1000110,2
21203,48041912,2000141,2
21205,47336666,1000114,5
21206,47336666,1000116,5
21207,47336666,1000110,5
21208,48712736,1000102,5
21209,47336666,1000078,5
21210,48712736,1000027,5
21212,48712736,1000111,5
21213,47336666,2000148,5
21214,48712736,1000100,5
21215,48712736,1000106,5
21219,47783817,1000111,1
21223,46611058,1000027,4
21228,46611058,1000090,4
21230,46611058,1000106,4
21231,46611058,1000118,4
21234,48040342,1000116,9
21237,48040342,1000110,9
21238,48604497,1000116,1
21240,48040342,1000111,9
21242,47546737,1000027,4
21243,48040342,1000100,9
21248,48040342,1000101,9
21249,47546737,1000110,4
21254,48040342,1000117,9
21255,47546737,1000101,4
21256,48040342,2000148,9
21258,47808391,1000092,1
21259,47546737,1000106,4
21260,48040342,1000118,9
21261,46910648,1000111,2
21262,48040342,1000109,9
21266,46910648,2000148,2
21267,46855593,1000079,1
21269,48497540,1000114,5
21270,48497540,1000027,5
21271,48497540,1000111,5
21273,48497540,1000101,5
21274,48497540,2000148,5
21275,48713248,1000102,5
21276,48713248,1000116,5
21277,48713248,1000110,5
21278,48713248,1000111,5
21279,48713248,1000078,5
21282,47285631,1000110,1
21287,48497543,1000114,5
21288,48543293,2000148,1
21289,48497543,1000027,5
21290,48497543,1000111,5
21292,48497543,1000101,5
21293,48497543,2000148,5
21295,48110810,1000116,2
21296,48110810,1000079,2
21300,48497537,1000114,5
21301,48497537,1000027,5
21302,48497537,1000111,5
21304,48497537,1000101,5
21305,48497537,2000148,5
21307,47086485,1000111,1
21317,48040349,1000116,7
21318,48040349,1000110,7
21319,48040349,1000100,7
21321,48040349,1000101,7
21324,48040349,1000117,7
21325,48040349,2000148,7
21326,48040349,1000109,7
21327,48608197,1000079,1
21328,47809451,1000111,1
21333,48057994,1000102,2
21334,48057994,1000117,2
21337,45346033,1000116,5
21340,45346033,1000111,5
21341,45346033,1000078,5
21345,45346033,1000085,5
21346,48372070,1000111,4
21349,48372070,1000078,4
21351,48372070,1000079,4
21352,45346033,1000118,5
21354,48372070,1000117,4
21359,47284056,1000090,2
21360,47284056,2000148,2
21367,48554023,1000110,2
21368,48554023,1000111,2
21373,48373216,1000027,3
21374,48373216,1000116,3
21375,48373216,1000111,3
21380,47135588,1000111,2
21381,47135588,1000100,2
21384,48104736,1000116,2
21385,48104736,1000079,2
21398,47421848,1000111,3
21399,47421848,1000100,3
21401,47421848,1000106,3
21402,48040351,1000102,10
21403,48040351,1000116,10
21405,48040351,1000110,10
21406,47388778,1000111,2
21407,48040351,1000111,10
21409,48040351,1000100,10
21410,47388778,1000085,2
21413,48040351,1000101,10
21416,48040351,1000117,10
21417,48040351,2000148,10
21418,48040351,1000118,10
21419,48040351,1000109,10
21420,47786639,1000079,1
21423,46176261,1000027,3
21425,46176261,1000111,3
21426,46176261,1000078,3
21427,47705233,1000102,5
21428,47705233,1000110,5
21429,47705233,1000117,5
21430,47705233,1000118,5
21431,47705233,1000109,5
21432,47809657,1000102,5
21433,47809657,1000114,5
21434,47809657,1000116,5
21435,47809657,1000111,5
21436,47809657,1000117,5
21438,47604523,1000116,2
21440,47604523,1000090,2
21441,48713463,1000116,1
21447,48713279,1000102,9
21448,48713279,1000114,9
21449,48713279,1000038,9
21450,48713279,1000110,9
21453,47779423,1000114,5
21455,47779423,1000116,5
21457,48713279,1000101,9
21459,48713279,1000068,9
21461,48713279,1000117,9
21462,47779423,1000079,5
21463,48713279,2000148,9
21465,48713279,1000106,9
21466,47779423,2000148,5
21468,47779423,1000106,5
21472,47953934,1000102,2
21479,48712440,1000079,1
21484,47953934,2000148,2
21486,48712729,1000102,10
21487,48712729,1000027,10
21488,48712729,1000116,10
21489,48712729,1000105,10
21490,48712729,1000110,10
21491,48712729,1000111,10
21493,48712729,1000079,10
21494,48712729,1000117,10
21495,48712729,1000106,10
21496,48712729,1000118,10
21500,48497094,1000111,1
21506,48680485,1000102,5
21507,48680485,1000038,5
21508,48680485,1000110,5
21509,48680485,1000111,5
21510,48680485,1000100,5
21512,47779431,1000114,5
21513,47779431,1000116,5
21516,47779431,1000079,5
21518,47779431,2000148,5
21520,47779431,1000106,5
21521,44054034,1000027,3
21522,44054034,1000111,3
21524,44054034,2000141,3
21532,48709695,1000027,6
21533,46011192,1000109,1
21534,48709695,1000116,6
21535,48709695,1000110,6
21536,48445897,1000102,3
21537,48709695,1000111,6
21538,48445897,1000027,3
21539,48709695,1000078,6
21540,48445897,1000100,3
21542,48709695,1000079,6
21543,47497433,1000102,5
21544,47497433,1000027,5
21545,47497433,1000111,5
21546,47497433,1000117,5
21547,47497433,1000118,5
21548,47779358,1000102,6
21549,47779358,1000114,6
21550,47779358,1000110,6
21551,47779358,1000111,6
21552,47779358,1000078,6
21553,47779358,1000100,6
21554,46482723,1000102,6
21555,46482723,1000027,6
21556,46482723,1000110,6
21557,46482723,1000111,6
21561,48212987,1000102,2
21565,48212987,1000110,2
21566,46482723,1000106,6
21568,46482723,1000118,6
21579,47198672,1000101,2
21581,47198672,1000092,2
21582,47779235,1000102,5
21583,47779235,1000114,5
21584,47779235,1000038,5
21585,47779235,1000027,5
21586,47779235,1000111,5
21588,48713484,1000027,3
21590,48713484,1000111,3
21591,48713484,1000001,3
21593,48713386,1000111,1
21597,48595719,1000116,3
21599,48595719,2000142,3
21601,48595719,2000148,3
21602,48713731,1000109,1
21604,45012239,1000111,1
21606,48042067,1000102,10
21607,48042067,1000114,10
21608,48042067,1000038,10
21609,48042067,1000027,10
21610,48042067,1000110,10
21614,48042067,1000101,10
21615,48042067,1000068,10
21616,48042067,1000117,10
21617,48042067,2000148,10
21618,48042067,1000106,10
21621,48690086,1000102,3
21623,48690086,1000027,3
21625,48690086,1000111,3
21629,47565995,1000102,4
21630,47565995,1000038,4
21631,47565995,1000116,4
21632,47565995,1000111,4
21634,46048875,1000111,1
21637,48497522,1000114,5
21638,48497522,1000027,5
21639,48497522,1000111,5
21641,48497522,1000101,5
21642,48497522,2000148,5
21644,47779087,1000004,5
21645,48531304,1000102,1
21646,47779087,1000116,5
21650,47779087,1000101,5
21651,47779087,2000148,5
21653,47779087,1000118,5
21654,48713101,1000102,10
21655,48713101,1000114,10
21656,48713101,1000038,10
21657,48713101,1000027,10
21658,48713101,1000110,10
21662,48713101,1000101,10
21663,48713101,1000068,10
21664,48713101,1000117,10
21665,48713101,2000148,10
21666,48713101,1000106,10
21670,48713437,1000111,1
21673,48295365,1000110,1
21680,48502074,1000102,6
21681,48502074,1000116,6
21682,48502074,1000110,6
21686,48502074,1000101,6
21688,48502074,1000085,6
21691,48502074,1000109,6
21693,47783778,1000110,2
21694,47783778,1000111,2
21696,48713740,1000102,6
21697,48713740,1000111,6
21698,48713740,1000078,6
21699,48713740,1000079,6
21700,48713740,1000090,6
21701,48713740,1000117,6
21703,48625312,1000111,1
21707,48531063,1000102,1
21710,46484296,1000105,1
21712,48625309,1000102,5
21713,48625309,1000116,5
21714,48625309,1000110,5
21715,48625309,1000111,5
21718,48625309,1000118,5
21719,48538390,1000114,1
21720,48481491,1000102,4
21721,48481491,1000038,4
21722,48481491,1000110,4
21723,48481491,1000111,4
21724,45160074,1000102,6
21725,45160074,1000078,6
21727,45160074,1000079,6
21728,45160074,1000090,6
21729,45160074,2000148,6
21730,45160074,1000092,6
21731,48661470,1000079,2
21732,48661470,1000101,2
21733,48349479,1000116,7
21734,48349479,1000110,7
21735,48349479,1000100,7
21737,48349479,1000101,7
21740,48349479,1000117,7
21741,48349479,2000148,7
21742,48349479,1000109,7
21746,47548186,2000148,1
21747,43405258,1000102,3
21748,43405258,1000078,3
21749,43405258,1000079,3
21754,48114824,1000101,1
21755,48503157,1000111,1
21764,46011765,1000102,7
21765,46011765,1000078,7
21766,46011765,1000100,7
21767,46011765,1000079,7
21769,46011765,1000090,7
21771,46011765,2000148,7
21772,46484564,1000078,2
21773,46011765,1000092,7
21774,46484564,1000090,2
21778,48713458,1000111,1
21780,47336911,1000102,3
21781,47336911,1000114,3
21784,47336911,2000148,3
21785,48373043,1000102,3
21787,48373043,1000114,3
21789,48373043,1000111,3
21790,48374814,1000027,2
21791,48374814,1000111,2
21793,48713330,1000102,3
21795,48713330,1000116,3
21797,48713330,1000111,3
21804,48713387,1000111,1
21809,47388783,1000038,1
21811,48493601,1000102,7
21812,48493601,1000114,7
21813,48493601,1000027,7
21814,48493601,1000111,7
21815,48493601,1000100,7
21816,48493601,1000101,7
21817,48493601,2000148,7
21819,48710497,1000102,4
21825,48710497,1000038,4
21826,47173741,1000078,3
21827,48710497,1000116,4
21829,48710497,1000111,4
21832,47173741,1000092,3
21834,47173741,1000109,3
21836,48624497,1000114,3
21837,48624497,1000111,3
21838,48682055,1000102,5
21840,48682055,1000114,5
21842,48682055,1000110,5
21843,48624497,1000002,3
21844,48682055,1000078,5
21845,48682055,1000117,5
21847,47260482,1000102,2
21850,47135587,1000111,2
21851,47260482,1000111,2
21852,47135587,1000100,2
21860,47135601,1000111,3
21861,47135601,1000100,3
21863,47135601,1000106,3
21864,48712982,1000102,4
21865,48712982,1000027,4
21866,48712982,1000116,4
21867,48712982,1000111,4
21868,48342040,1000102,8
21869,48342040,1000004,8
21870,48342040,1000116,8
21871,48342040,1000100,8
21872,48342040,1000101,8
21873,48342040,2000148,8
21874,48342040,1000106,8
21875,48342040,1000118,8
21876,48711805,1000004,6
21877,48711805,1000038,6
21878,48711805,1000110,6
21879,48711805,1000078,6
21880,48711805,1000090,6
21881,48711805,1000092,6
21885,43001188,1000079,4
21886,43001188,1000068,4
21887,43001188,1000085,4
21890,43001188,1000118,4
21892,47779259,1000111,6
21894,47779259,1000079,6
21896,43986115,1000102,3
21897,43986115,1000116,3
21898,47779259,1000085,6
21904,47779259,1000106,6
21905,48295182,1000101,1
21906,43986115,1000109,3
21907,47779259,1000118,6
21910,47779259,1000109,6
21913,47537691,1000027,2
21914,48713351,1000111,1
21917,47537691,1000111,2
21926,43655205,1000116,5
21927,43655205,1000110,5
21931,48617664,1000027,5
21933,48617664,1000099,5
21934,43655205,2000141,5
21936,43655205,1000090,5
21940,43655205,1000106,5
21941,48617664,1000079,5
21942,48617664,2000142,5
21944,48617664,1000090,5
21947,48713439,1000111,2
21948,48713439,1000078,2
21953,46575955,1000078,3
21955,46575955,1000079,3
21956,46575955,1000106,3
21958,48699160,1000110,3
21959,48699160,2000142,3
21961,48699160,2000148,3
21962,47388767,1000027,1
21966,47388729,1000102,6
21967,47388729,1000004,6
21968,47388729,1000027,6
21969,47388729,1000110,6
21970,47388729,1000111,6
21971,47388729,1000100,6
21973,48433502,1000027,1
21974,45434820,1000114,2
21976,45434820,1000116,2
21983,43483936,1000078,3
21984,43483936,1000100,3
21985,43483936,1000117,3
21987,48713360,1000116,4
21988,48713360,1000078,4
21990,48713360,1000085,4
21991,48713360,1000106,4
21992,47206018,1000102,6
21993,47206018,1000116,6
21994,47206018,1000111,6
21995,47206018,1000100,6
21996,47206018,2000148,6
21997,47206018,1000092,6
21998,45920627,1000102,4
21999,45920627,1000114,4
22001,45920627,1000079,4
22002,45920627,2000148,4
22008,46180385,1000116,2
22009,46180385,1000079,2
22010,47567624,1000027,4
22011,47567624,1000068,4
22012,47567624,2000148,4
22013,47567624,1000092,4
22014,48358100,1000102,2
22015,48358100,1000100,2
22016,45903493,1000102,2
22018,45903493,1000110,2
22025,47312840,1000027,2
22027,47312840,1000109,2
22028,48358187,1000111,3
22029,48358187,1000100,3
22030,48358187,1000106,3
22031,47568168,1000102,6
22033,47568168,1000114,6
22035,43644769,1000116,3
22036,43644769,1000111,3
22037,45903499,1000102,3
22038,43644769,1000078,3
22039,47568168,1000116,6
22043,45903499,1000110,3
22046,47568168,1000079,6
22049,45903499,1000090,3
22050,47568168,2000148,6
22052,47568168,1000106,6
22053,48358222,1000102,1
22057,46467331,1000111,1
22059,48414219,1000111,2
22061,46674833,1000116,2
22062,48414219,1000079,2
22063,46674833,1000111,2
22071,48518756,1000090,1
22073,48713361,1000027,1
22076,48358281,1000116,2
22077,48358281,1000111,2
22079,48629220,1000102,3
22081,48629220,1000114,3
22082,48629220,1000109,3
22089,43290980,1000027,2
22090,43290980,1000111,2
22095,48609479,1000111,1
22099,48619095,1000116,3
22101,48619095,1000111,3
22103,48619095,1000100,3
22105,48212983,1000102,2
22107,48212983,1000110,2
22116,46796309,1000102,6
22119,46796309,1000038,6
22121,46796309,1000116,6
22123,46796309,1000110,6
22125,46796309,1000100,6
22127,46796309,1000101,6
22129,48364710,1000102,8
22130,48364710,1000038,8
22131,48364710,1000116,8
22132,48364710,1000111,8
22133,48364710,1000078,8
22135,48364710,1000117,8
22136,48364710,1000106,8
22137,48364710,1000118,8
22139,46887631,1000111,1
22141,48562057,1000102,5
22142,48562057,1000116,5
22143,46337569,1000102,2
22144,48562057,1000110,5
22148,46337569,1000110,2
22149,48562057,2000141,5
22152,46811774,1000111,2
22153,48562057,1000090,5
22157,46811774,2000148,2
22160,47206010,1000102,6
22161,47206010,1000116,6
