,idaviso,idcaracteristica
215035,47620141,1000106
215036,47620141,1000108
215037,47620141,1000110
215038,47620141,1000111
215039,47620141,1000114
215040,47620141,1000116
215230,46838228,1000016
215231,46838228,1000068
215232,46838228,1000078
215233,46838228,1000079
215234,46838228,1000090
215235,46838228,1000092
215236,46838228,1000100
215237,46838228,1000112
216286,48702772,1000004
216287,48702772,1000009
216288,48702772,1000019
216289,48702772,1000029
216290,48702772,1000046
216291,48702772,1000100
216292,48702772,1000102
216293,48702772,1000111
216294,48702772,1000112
216534,48713635,1000025
216535,48713635,1000026
216536,48713635,1000027
216537,48713635,1000029
216538,48713635,1000079
216539,48713635,1000102
216540,48713635,1000109
216541,48713635,1000110
216542,48713635,1000111
216543,48713635,1000112
216544,48713635,1000114
216797,48698144,1000016
216798,48698144,1000018
216799,48698144,1000019
216800,48698144,1000038
216801,48698144,1000078
216802,48698144,1000079
216803,48698144,1000102
216804,48698144,1000109
216805,48698144,1000110
216806,48698144,1000112
217724,47092504,1000016
217725,47092504,1000029
217726,47092504,1000078
217727,47092504,1000079
217787,48613954,1000002
217788,48613954,1000016
217789,48613954,1000025
217790,48613954,1000026
217791,48613954,1000027
217792,48613954,1000029
217793,48613954,1000038
217794,48613954,1000099
217795,48613954,1000100
217796,48613954,1000101
217797,48613954,1000102
217798,48613954,1000103
217799,48613954,1000104
217800,48613954,1000105
217801,48613954,1000106
217802,48613954,1000108
217803,48613954,1000109
217804,48613954,1000110
217805,48613954,1000111
217806,48613954,1000112
217807,48613954,1000114
217808,48613954,1000116
217809,48613954,1000117
217810,48613954,1000118
218177,48713851,1000016
218178,48713851,1000018
218179,48713851,1000025
218180,48713851,1000026
218181,48713851,1000078
218182,48713851,1000079
218183,48713851,1000085
218184,48713851,1000102
218185,48713851,1000110
218186,48713851,1000112
218187,48713851,1000114
218552,48581490,1000019
218553,48581490,1000027
218554,48581490,1000100
218555,48581490,1000102
218556,48581490,1000108
218557,48581490,1000111
218558,48581490,2000148
218699,43790162,1000004
218700,43790162,1000016
218701,43790162,1000018
218702,43790162,1000025
218703,43790162,1000026
218704,43790162,1000038
218705,43790162,1000039
218706,43790162,1000097
218707,43790162,1000113
218708,43790162,2000148
219631,48313027,1000016
219632,48313027,1000018
219633,48313027,1000019
219634,48313027,1000027
219635,48313027,1000029
219636,48313027,1000038
219637,48313027,1000068
219638,48313027,1000078
219639,48313027,1000079
219640,48313027,1000085
219641,48313027,1000097
219642,48313027,1000100
219643,48313027,1000101
219644,48313027,1000102
219645,48313027,1000103
219646,48313027,1000106
219647,48313027,1000108
219648,48313027,1000109
219649,48313027,1000110
219650,48313027,1000111
219651,48313027,1000112
219652,48313027,1000116
219653,48313027,1000117
219654,48313027,1000118
220043,45849712,1000016
220044,45849712,1000102
220077,48256390,1000019
220078,48256390,1000102
220079,48256390,1000103
220080,48256390,1000111
220126,48671152,1000016
220127,48671152,1000029
220128,48671152,1000040
220129,48671152,1000074
220130,48671152,1000078
220131,48671152,1000085
220132,48671152,1000100
220133,48671152,1000102
220134,48671152,1000103
220135,48671152,1000110
220136,48671152,1000114
220409,48562015,1000002
220410,48562015,1000016
220411,48562015,1000018
220412,48562015,1000025
220413,48562015,1000026
220414,48562015,1000027
220415,48562015,1000038
220416,48562015,1000046
220417,48562015,1000050
220418,48562015,1000068
220419,48562015,1000078
220420,48562015,1000079
220421,48562015,1000085
220422,48562015,1000090
220423,48562015,1000097
220424,48562015,1000099
220425,48562015,1000101
220426,48562015,1000102
220427,48562015,1000103
220428,48562015,1000106
220429,48562015,1000107
220430,48562015,1000109
220431,48562015,1000111
220432,48562015,1000112
220433,48562015,1000118
220966,48107668,1000016
220967,48107668,1000019
220968,48107668,1000027
220969,48107668,1000078
220970,48107668,1000092
220971,48107668,1000100
220972,48107668,1000102
220973,48107668,1000111
220974,48107668,1000112
221708,48691523,1000002
221709,48691523,1000016
221710,48691523,1000018
221711,48691523,1000019
221712,48691523,1000027
221713,48691523,1000029
221714,48691523,1000038
221715,48691523,1000046
221716,48691523,1000068
221717,48691523,1000078
221718,48691523,1000079
221719,48691523,1000088
221720,48691523,1000090
221721,48691523,1000092
221722,48691523,1000097
221723,48691523,1000100
221724,48691523,1000101
221725,48691523,1000102
221726,48691523,1000103
221727,48691523,1000108
221728,48691523,1000111
221729,48691523,1000112
221730,48691523,1000116
221731,48691523,1000117
221918,47511616,1000001
221919,47511616,1000025
221920,47511616,1000026
222347,48713226,1000016
222348,48713226,1000019
222349,48713226,1000101
222350,48713226,1000102
222351,48713226,1000103
222352,48713226,1000110
222353,48713226,1000111
222354,48713226,1000117
222426,46862197,1000016
222427,46862197,1000025
222428,46862197,1000026
222429,46862197,1000114
222860,48242453,1000004
222861,48242453,1000102
222862,48242453,1000103
222863,48242453,1000110
222864,48242453,1000111
222865,48242453,1000114
222866,48242453,1000116
222867,48242453,1000117
223023,48533304,1000002
223024,48533304,1000016
223025,48533304,1000018
223026,48533304,1000025
223027,48533304,1000026
223028,48533304,1000027
223029,48533304,1000029
223030,48533304,1000078
223031,48533304,1000079
223032,48533304,1000087
223033,48533304,1000090
223034,48533304,1000099
223035,48533304,1000102
223036,48533304,1000103
223037,48533304,1000104
223038,48533304,1000107
223039,48533304,1000109
223040,48533304,1000112
223041,48533304,1000117
223042,48533304,1000118
223043,48533304,2000141
223205,47744113,1000016
223206,47744113,1000019
223207,47744113,1000027
223208,47744113,1000074
223209,47744113,1000100
223210,47744113,1000102
223211,47744113,1000110
223212,47744113,1000112
223213,47744113,2000148
223234,47086481,1000016
223235,47086481,1000019
223236,47086481,1000068
223237,47086481,1000071
223238,47086481,1000078
223239,47086481,1000079
223240,47086481,1000088
223241,47086481,1000090
223242,47086481,1000092
223243,47086481,1000100
223244,47086481,1000102
223245,47086481,1000105
223246,47086481,1000106
223247,47086481,1000112
223248,47086481,1000116
223249,47086481,1000117
223250,47086481,1000118
223513,47481214,1000016
223514,47481214,1000018
223515,47481214,1000027
223516,47481214,1000029
223517,47481214,1000046
223518,47481214,1000078
223519,47481214,1000102
223520,47481214,1000103
223521,47481214,1000104
223522,47481214,1000109
223523,47481214,1000110
223524,47481214,1000111
223525,47481214,1000112
223526,47481214,1000117
225384,46506263,1000016
225385,46506263,1000018
225386,46506263,1000027
225387,46506263,1000029
225388,46506263,1000038
225389,46506263,1000039
225390,46506263,1000046
225391,46506263,1000078
225392,46506263,1000079
225393,46506263,1000085
225394,46506263,1000095
225395,46506263,1000097
225396,46506263,1000099
225397,46506263,1000100
225398,46506263,1000101
225399,46506263,1000102
225400,46506263,1000103
225401,46506263,1000104
225402,46506263,1000106
225403,46506263,1000107
225404,46506263,1000108
225405,46506263,1000109
225406,46506263,1000110
225407,46506263,1000111
225408,46506263,1000112
225409,46506263,1000114
225410,46506263,1000116
225411,46506263,1000117
225412,46506263,1000118
225413,46506263,2000133
225414,46506263,2000137
225415,46506263,2000138
225416,46506263,2000139
225417,46506263,2000141
225418,46506263,2000167
226630,48713229,1000027
226631,48713229,1000102
226632,48713229,1000110
226633,48713229,1000111
226634,48713229,1000114
226635,48713229,1000116
226636,48713229,1000117
227472,46399156,1000016
227473,46399156,1000029
227474,46399156,1000078
227475,46399156,1000079
228294,48385778,1000002
228295,48385778,1000016
228296,48385778,1000018
228297,48385778,1000025
228298,48385778,1000026
228299,48385778,1000027
228300,48385778,1000038
228301,48385778,1000078
228302,48385778,1000079
228303,48385778,1000090
228304,48385778,1000099
228305,48385778,1000101
228306,48385778,1000102
228307,48385778,1000103
228308,48385778,1000104
228309,48385778,1000105
228310,48385778,1000106
228311,48385778,1000108
228312,48385778,1000109
228313,48385778,1000110
228314,48385778,1000111
228315,48385778,1000117
228316,48385778,1000118
228684,48193499,1000016
228685,48193499,1000018
228686,48193499,1000025
228687,48193499,1000026
228688,48193499,1000078
228689,48193499,1000079
228690,48193499,1000087
228691,48193499,1000100
228692,48193499,1000102
228693,48193499,1000103
228694,48193499,1000106
228695,48193499,1000109
228696,48193499,1000111
228697,48193499,1000116
228698,48193499,1000117
228699,48193499,1000118
228812,48682838,1000016
228813,48682838,1000100
228814,48682838,1000102
228815,48682838,1000103
228816,48682838,1000105
228817,48682838,1000110
228818,48682838,1000111
228819,48682838,1000114
228820,48682838,1000116
228821,48682838,1000117
229056,48465063,1000002
229057,48465063,1000016
229058,48465063,1000100
229059,48465063,1000102
229060,48465063,1000112
229906,47386393,1000004
229907,47386393,1000016
229908,47386393,1000019
229909,47386393,1000027
229910,47386393,1000029
229911,47386393,1000068
229912,47386393,1000078
229913,47386393,1000079
229914,47386393,1000085
229915,47386393,1000090
229916,47386393,1000092
229917,47386393,1000100
229918,47386393,1000102
229919,47386393,1000112
229920,47386393,2000148
230939,47435872,1000002
230940,47435872,1000009
230941,47435872,1000015
230942,47435872,1000019
230943,47435872,1000027
230944,47435872,1000029
230945,47435872,1000038
230946,47435872,1000046
230947,47435872,1000100
230948,47435872,1000101
230949,47435872,1000102
230950,47435872,1000103
230951,47435872,1000104
230952,47435872,1000105
230953,47435872,1000106
230954,47435872,1000110
230955,47435872,1000111
232539,48200339,1000002
232540,48200339,1000004
232541,48200339,1000016
232542,48200339,1000019
232543,48200339,1000027
232544,48200339,1000029
232545,48200339,1000074
232546,48200339,1000097
232547,48200339,1000100
232548,48200339,1000102
232549,48200339,1000103
232550,48200339,1000108
232551,48200339,1000110
232552,48200339,1000112
234198,48468713,1000002
234199,48468713,1000016
234200,48468713,1000100
234201,48468713,1000102
234202,48468713,1000112
235170,47388708,1000016
235171,47388708,1000018
235172,47388708,1000102
235173,47388708,1000103
235174,47388708,1000104
235175,47388708,1000106
235176,47388708,1000107
235177,47388708,1000108
235178,47388708,1000110
235179,47388708,1000111
235180,47388708,1000112
235181,47388708,1000114
235182,47388708,1000116
235183,47388708,1000117
237372,48569222,1000002
237373,48569222,1000016
237374,48569222,1000018
237375,48569222,1000025
237376,48569222,1000026
237377,48569222,1000027
237378,48569222,1000038
237379,48569222,1000046
237380,48569222,1000095
237381,48569222,1000102
237382,48569222,1000104
237383,48569222,1000109
237384,48569222,1000110
237385,48569222,1000114
237386,48569222,2000137
238614,48712720,1000025
238615,48712720,1000026
238616,48712720,1000029
238617,48712720,1000102
238618,48712720,1000103
238619,48712720,1000114
238634,48107669,1000016
238635,48107669,1000019
238636,48107669,1000027
238637,48107669,1000078
238638,48107669,1000092
238639,48107669,1000100
238640,48107669,1000102
238641,48107669,1000111
238642,48107669,1000112
239104,48713429,1000016
239105,48713429,1000027
239106,48713429,1000038
239107,48713429,1000100
239108,48713429,1000102
239109,48713429,1000111
239110,48713429,1000112
239975,48713433,1000016
239976,48713433,1000027
239977,48713433,1000079
239978,48713433,1000102
239979,48713433,1000118
240589,48518772,1000004
240590,48518772,1000016
240591,48518772,1000019
240592,48518772,1000029
240593,48518772,1000100
240594,48518772,1000102
240595,48518772,1000112
240596,48518772,1000116
241097,48107678,1000016
241098,48107678,1000019
241099,48107678,1000027
241100,48107678,1000078
241101,48107678,1000100
241102,48107678,1000102
241103,48107678,1000106
241104,48107678,1000111
241105,48107678,1000112
241106,48107678,1000116
241107,48107678,1000117
241108,48107678,1000118
241783,48107679,1000016
241784,48107679,1000019
241785,48107679,1000027
241786,48107679,1000078
241787,48107679,1000100
241788,48107679,1000102
241789,48107679,1000106
241790,48107679,1000111
241791,48107679,1000112
241792,48107679,1000116
241793,48107679,1000117
241794,48107679,1000118
242053,48713498,1000016
242054,48713498,1000018
242055,48713498,1000019
242056,48713498,1000027
242057,48713498,1000038
242058,48713498,1000068
242059,48713498,1000078
242060,48713498,1000079
242061,48713498,1000088
242062,48713498,1000090
242063,48713498,1000092
242064,48713498,1000097
242065,48713498,1000100
242066,48713498,1000102
242067,48713498,1000103
242068,48713498,1000106
242069,48713498,1000111
242070,48713498,1000112
242071,48713498,1000117
243777,42706694,1000010
243778,42706694,1000017
243779,42706694,1000019
243780,42706694,1000020
243781,42706694,1000021
243782,42706694,1000022
243783,42706694,1000027
243784,42706694,1000029
243785,42706694,1000038
243786,42706694,1000046
243787,42706694,1000102
243788,42706694,1000103
243789,42706694,1000110
243790,42706694,1000111
243791,42706694,1000112
243792,42706694,1000114
243793,42706694,1000116
243794,42706694,1000121
243795,42706694,1000125
243796,42706694,1000127
243797,42706694,1000129
243999,47965745,1000016
244000,47965745,1000112
244001,47965745,1000114
244002,47965745,1000116
244712,46811378,1000016
244713,46811378,1000068
244714,46811378,1000078
244715,46811378,1000079
244716,46811378,1000090
244717,46811378,1000092
244718,46811378,1000100
244719,46811378,1000112
244860,48697282,1000018
244861,48697282,1000078
244862,48697282,1000079
244863,48697282,1000090
244864,48697282,1000100
244865,48697282,1000102
244866,48697282,1000111
244867,48697282,1000114
245417,47618069,1000038
245418,47618069,1000079
245419,47618069,1000092
245420,47618069,1000121
245421,47618069,1000122
245422,47618069,1000125
245423,47618069,1000126
245424,47618069,1000127
245425,47618069,1000128
245426,47618069,1000129
245427,47618069,1000131
245544,46838226,1000016
245545,46838226,1000068
245546,46838226,1000078
245547,46838226,1000079
245548,46838226,1000090
245549,46838226,1000092
245550,46838226,1000100
245551,46838226,1000112
246524,46782538,1000016
246525,46782538,1000018
246526,46782538,1000019
246527,46782538,1000027
246528,46782538,1000029
246529,46782538,1000038
246530,46782538,1000040
246531,46782538,1000046
246532,46782538,1000068
246533,46782538,1000074
246534,46782538,1000078
246535,46782538,1000079
246536,46782538,1000087
246537,46782538,1000088
246538,46782538,1000090
246539,46782538,1000092
246540,46782538,1000097
246541,46782538,1000100
246542,46782538,1000102
246543,46782538,1000103
246544,46782538,1000105
246545,46782538,1000106
246546,46782538,1000111
246547,46782538,1000112
246548,46782538,1000116
246549,46782538,1000117
246550,46782538,1000118
246551,46782538,2000141
248846,48431872,1000016
248847,48431872,1000019
248848,48431872,1000029
248849,48431872,1000100
248850,48431872,1000102
248851,48431872,1000112
249288,48624925,1000002
249289,48624925,1000016
249290,48624925,1000029
249291,48624925,1000100
249292,48624925,1000102
249293,48624925,1000112
249327,44029744,1000004
249328,44029744,1000009
249329,44029744,1000015
249330,44029744,1000019
249331,44029744,1000027
249332,44029744,1000029
249333,44029744,1000038
249334,44029744,1000046
249335,44029744,1000100
249336,44029744,1000102
249337,44029744,1000103
249338,44029744,1000110
249339,44029744,1000112
249340,44029744,2000137
249341,44029744,2000141
249342,44029744,2000148
249343,44029744,2000171
249787,27895692,1000001
249788,27895692,1000005
249789,27895692,1000009
249790,27895692,1000010
249791,27895692,1000015
249792,27895692,1000017
249793,27895692,1000019
249794,27895692,1000020
249795,27895692,1000021
249796,27895692,1000027
249797,27895692,1000100
249798,27895692,1000101
249799,27895692,1000102
249800,27895692,1000103
249801,27895692,1000105
249802,27895692,1000108
249803,27895692,1000110
249804,27895692,1000111
249805,27895692,1000121
249806,27895692,1000122
249807,27895692,1000125
249808,27895692,1000126
249809,27895692,1000127
249810,27895692,1000128
249811,27895692,1000129
249812,27895692,1000131
250328,48533675,1000016
250329,48533675,1000018
250330,48533675,1000019
250331,48533675,1000027
250332,48533675,1000029
250333,48533675,1000038
250334,48533675,1000040
250335,48533675,1000046
250336,48533675,1000068
250337,48533675,1000074
250338,48533675,1000078
250339,48533675,1000079
250340,48533675,1000087
250341,48533675,1000088
250342,48533675,1000090
250343,48533675,1000092
250344,48533675,1000097
250345,48533675,1000100
250346,48533675,1000102
250347,48533675,1000103
250348,48533675,1000105
250349,48533675,1000106
250350,48533675,1000111
250351,48533675,1000112
250352,48533675,1000116
250353,48533675,1000117
250354,48533675,1000118
250355,48533675,2000141
251393,48713517,1000002
251394,48713517,1000016
251395,48713517,1000019
251396,48713517,1000027
251397,48713517,1000029
251398,48713517,1000100
251399,48713517,1000102
251400,48713517,1000104
251401,48713517,1000111
251932,47550846,1000016
251933,47550846,1000027
251934,47550846,1000078
251935,47550846,1000102
251936,47550846,1000111
251937,47550846,1000116
251956,48713536,1000016
251957,48713536,1000025
251958,48713536,1000026
251959,48713536,1000027
251960,48713536,1000050
251961,48713536,1000078
251962,48713536,1000087
251963,48713536,1000097
251964,48713536,1000102
251965,48713536,1000103
251966,48713536,1000104
251967,48713536,1000106
251968,48713536,1000109
251969,48713536,1000110
251970,48713536,1000111
251971,48713536,1000112
251972,48713536,1000117
251973,48713536,1000118
252667,48713276,1000016
252668,48713276,1000025
252669,48713276,1000026
252670,48713276,1000027
252671,48713276,1000040
252672,48713276,1000102
252673,48713276,1000103
252674,48713276,1000106
252675,48713276,1000110
252676,48713276,1000112
252677,48713276,1000114
252678,48645799,1000001
252679,48645799,1000002
252680,48645799,1000009
252681,48645799,1000015
252682,48645799,1000016
252683,48645799,1000018
252684,48645799,1000019
252685,48645799,1000027
252686,48645799,1000029
252687,48645799,1000038
252688,48645799,1000040
252689,48645799,1000045
252690,48645799,1000046
252691,48645799,1000095
252692,48645799,1000100
252693,48645799,1000102
252694,48645799,1000103
252695,48645799,1000105
252696,48645799,1000108
252697,48645799,1000110
252698,48645799,1000112
252699,48645799,1000117
252700,48645799,1000118
252701,48645799,2000133
252702,48645799,2000137
252703,48645799,2000138
252704,48645799,2000139
252705,48645799,2000148
253407,46905439,1000016
253408,46905439,1000018
253409,46905439,1000078
253410,46905439,1000100
253411,46905439,1000102
253412,46905439,1000103
253413,46905439,1000104
253414,46905439,1000106
253415,46905439,1000111
253416,46905439,1000116
253417,46905439,1000117
253418,46905439,2000148
253791,48383157,1000002
253792,48383157,1000016
253793,48383157,1000018
253794,48383157,1000025
253795,48383157,1000026
253796,48383157,1000027
253797,48383157,1000046
253798,48383157,1000078
253799,48383157,1000085
253800,48383157,1000099
253801,48383157,1000102
253802,48383157,1000103
253803,48383157,1000104
253804,48383157,1000108
253805,48383157,1000109
253806,48383157,1000110
253807,48383157,1000111
253808,48383157,1000114
253809,48383157,1000116
254371,48713555,1000016
254372,48713555,1000019
254373,48713555,1000029
254374,48713555,1000038
254375,48713555,1000100
254376,48713555,1000102
254377,48713555,1000111
254385,47841520,1000016
254386,47841520,1000027
254387,47841520,1000046
254388,47841520,1000078
254389,47841520,1000079
254390,47841520,1000085
254391,47841520,1000088
254392,47841520,1000090
254393,47841520,1000092
254394,47841520,1000097
254395,47841520,1000100
254396,47841520,1000102
254397,47841520,1000109
254398,47841520,1000112
254399,47841520,1000116
255070,47376475,1000016
255071,47376475,1000019
255072,47376475,1000029
255073,47376475,1000078
255074,47376475,1000085
255075,47376475,1000102
255076,47376475,1000103
255077,47376475,1000104
255078,47376475,1000105
255079,47376475,1000110
255080,47376475,1000111
255081,47376475,1000114
255157,48468156,1000002
255158,48468156,1000016
255159,48468156,1000100
255160,48468156,1000102
255161,48468156,1000112
255823,47778916,1000001
255824,47778916,1000002
255825,47778916,1000016
255826,47778916,1000018
255827,47778916,1000019
255828,47778916,1000027
255829,47778916,1000029
255830,47778916,1000071
255831,47778916,1000078
255832,47778916,1000100
255833,47778916,1000102
255834,47778916,1000106
255835,47778916,1000109
255836,47778916,1000112
255837,47778916,1000117
255838,47778916,1000118
255941,48713254,1000002
255942,48713254,1000100
256024,47803266,1000009
256025,47803266,1000015
256026,47803266,1000019
256027,47803266,1000029
256028,47803266,1000038
256029,47803266,1000102
256030,47803266,1000114
256031,47803266,2000148
256567,48713302,1000100
256568,48713302,1000102
256615,48625127,1000002
256616,48625127,1000016
256617,48625127,1000029
256618,48625127,1000100
256619,48625127,1000102
256620,48625127,1000112
257386,47979283,1000002
257387,47979283,1000016
257388,47979283,1000018
257389,47979283,1000025
257390,47979283,1000026
257391,47979283,1000027
257392,47979283,1000078
257393,47979283,1000079
257394,47979283,1000085
257395,47979283,1000097
257396,47979283,1000102
257397,47979283,1000103
257398,47979283,1000104
257399,47979283,1000106
257400,47979283,1000107
257401,47979283,1000109
257402,47979283,1000110
257403,47979283,1000111
257404,47979283,1000112
257405,47979283,1000114
257406,47979283,1000117
257407,47979283,2000141
257564,46811475,1000016
257565,46811475,1000068
257566,46811475,1000078
257567,46811475,1000079
257568,46811475,1000090
257569,46811475,1000092
257570,46811475,1000100
257571,46811475,1000112
258700,48686837,1000002
258701,48686837,1000016
258702,48686837,1000018
258703,48686837,1000025
258704,48686837,1000026
258705,48686837,1000029
258706,48686837,1000038
258707,48686837,1000046
258708,48686837,1000078
258709,48686837,1000079
258710,48686837,1000090
258711,48686837,1000097
258712,48686837,1000102
258713,48686837,1000104
258714,48686837,1000106
258715,48686837,1000109
258716,48686837,1000110
258717,48686837,1000111
258718,48686837,1000112
258719,48686837,1000117
258720,48686837,1000118
259371,45160073,1000009
259372,45160073,1000019
259373,45160073,1000078
259374,45160073,1000079
259375,45160073,1000090
259376,45160073,1000092
259377,45160073,1000100
259378,45160073,1000102
259379,45160073,1000111
259608,47907533,1000009
259609,47907533,1000019
259610,47907533,1000078
259611,47907533,1000079
259612,47907533,1000090
259613,47907533,1000092
259614,47907533,1000100
259615,47907533,1000111
259903,47557975,1000016
259904,47557975,1000019
259905,47557975,1000027
259906,47557975,1000078
259907,47557975,1000092
259908,47557975,1000100
259909,47557975,1000102
259910,47557975,1000111
259911,47557975,1000112
260117,48713385,1000001
260118,48713385,1000100
260119,48713385,1000102
260120,48713385,1000110
260121,48713385,1000111
260122,48713385,1000112
260123,48713385,1000116
261117,46811728,1000016
261118,46811728,1000018
261119,46811728,1000078
261120,46811728,1000092
261121,46811728,1000100
261122,46811728,1000101
261123,46811728,1000102
261124,46811728,1000103
261125,46811728,1000104
261126,46811728,1000111
261127,46811728,1000112
261128,46811728,1000117
261233,48444379,1000016
261234,48444379,1000019
261235,48444379,1000027
261236,48444379,1000029
261237,48444379,1000074
261238,48444379,1000078
261239,48444379,1000079
261240,48444379,1000090
261241,48444379,1000092
261242,48444379,1000102
261243,48444379,1000110
261244,48444379,1000116
261683,48383925,1000002
261684,48383925,1000016
261685,48383925,1000018
261686,48383925,1000019
261687,48383925,1000027
261688,48383925,1000038
261689,48383925,1000100
261690,48383925,1000102
261691,48383925,1000103
261692,48383925,1000111
261693,48383925,1000112
261755,48468406,1000002
261756,48468406,1000016
261757,48468406,1000100
261758,48468406,1000102
261759,48468406,1000112
265668,48679042,1000016
265669,48679042,1000018
265670,48679042,1000025
265671,48679042,1000026
265672,48679042,1000027
265673,48679042,1000029
265674,48679042,1000038
265675,48679042,1000039
265676,48679042,1000040
265677,48679042,1000046
265678,48679042,1000071
265679,48679042,1000078
265680,48679042,1000079
265681,48679042,1000090
265682,48679042,1000097
265683,48679042,1000100
265684,48679042,1000101
265685,48679042,1000102
265686,48679042,1000103
265687,48679042,1000105
265688,48679042,1000107
265689,48679042,1000108
265690,48679042,1000109
265691,48679042,1000110
265692,48679042,1000111
265693,48679042,1000117
265694,48679042,1000118
267861,48364834,1000002
267862,48364834,1000016
267863,48364834,1000018
267864,48364834,1000025
267865,48364834,1000026
267866,48364834,1000027
267867,48364834,1000038
267868,48364834,1000046
267869,48364834,1000078
267870,48364834,1000099
267871,48364834,1000102
267872,48364834,1000103
267873,48364834,1000104
267874,48364834,1000108
267875,48364834,1000110
267876,48364834,1000111
267877,48364834,1000112
267878,48364834,1000114
267879,48364834,1000117
268730,48713471,1000019
268731,48713471,1000027
268732,48713471,1000046
268733,48713471,1000100
268734,48713471,1000102
268735,48713471,1000110
268736,48713471,2000148
270130,48713146,1000002
270131,48713146,1000004
270132,48713146,1000009
270133,48713146,1000015
270134,48713146,1000016
270135,48713146,1000019
270136,48713146,1000027
270137,48713146,1000078
270138,48713146,1000100
270139,48713146,1000102
270140,48713146,1000112
270141,48713146,1000116
270142,48713146,2000137
270143,48713146,2000143
270144,48713146,2000148
270145,48713146,2000171
271809,43744605,1000027
271810,43744605,1000046
271811,43744605,1000100
271812,43744605,1000102
271813,43744605,1000103
271814,43744605,1000109
271815,43744605,1000111
271816,43744605,1000112
271817,43744605,1000114
271818,43744605,1000117
272367,48423578,1000002
272368,48423578,1000009
272369,48423578,1000015
272370,48423578,1000016
272371,48423578,1000018
272372,48423578,1000019
272373,48423578,1000027
272374,48423578,1000029
272375,48423578,1000038
272376,48423578,1000046
272377,48423578,1000078
272378,48423578,1000092
272379,48423578,1000095
272380,48423578,1000097
272381,48423578,1000100
272382,48423578,1000102
272383,48423578,1000106
272384,48423578,1000108
272385,48423578,1000112
272386,48423578,1000116
272387,48423578,1000118
272388,48423578,2000133
272389,48423578,2000134
272390,48423578,2000137
272391,48423578,2000138
272392,48423578,2000139
272393,48423578,2000141
272394,48423578,2000148
273105,46811608,1000016
273106,46811608,1000018
273107,46811608,1000025
273108,46811608,1000026
273109,46811608,1000078
273110,46811608,1000079
273111,46811608,1000102
273112,46811608,1000104
273113,46811608,1000106
273114,46811608,1000108
273115,46811608,1000109
273116,46811608,1000110
273117,46811608,1000111
273118,46811608,1000114
273119,46811608,1000116
273120,46811608,1000117
273121,46811608,1000118
273356,47086470,1000016
273357,47086470,1000068
273358,47086470,1000071
273359,47086470,1000078
273360,47086470,1000079
273361,47086470,1000090
273362,47086470,1000092
273363,47086470,1000100
273364,47086470,1000102
273365,47086470,1000104
273366,47086470,1000106
273367,47086470,1000111
273368,47086470,1000112
273369,47086470,1000116
273370,47086470,1000117
273371,47086470,1000118
273566,46838239,1000016
273567,46838239,1000068
273568,46838239,1000078
273569,46838239,1000079
273570,46838239,1000090
273571,46838239,1000092
273572,46838239,1000100
273573,46838239,1000112
274697,46811477,1000016
274698,46811477,1000068
274699,46811477,1000078
274700,46811477,1000079
274701,46811477,1000090
274702,46811477,1000092
274703,46811477,1000100
274704,46811477,1000112
274904,48713275,1000016
274905,48713275,1000025
274906,48713275,1000026
274907,48713275,1000027
274908,48713275,1000040
274909,48713275,1000102
274910,48713275,1000103
274911,48713275,1000106
274912,48713275,1000110
274913,48713275,1000112
274914,48713275,1000114
275905,48660036,1000002
275906,48660036,1000004
275907,48660036,1000016
275908,48660036,1000018
275909,48660036,1000019
275910,48660036,1000027
275911,48660036,1000029
275912,48660036,1000038
275913,48660036,1000068
275914,48660036,1000078
275915,48660036,1000079
275916,48660036,1000088
275917,48660036,1000090
275918,48660036,1000092
275919,48660036,1000100
275920,48660036,1000101
275921,48660036,1000102
275922,48660036,1000106
275923,48660036,1000110
275924,48660036,1000112
275925,48660036,1000118
276335,47979643,1000016
276336,47979643,1000018
276337,47979643,1000078
276338,47979643,1000079
276339,47979643,1000092
276340,47979643,1000100
276341,47979643,1000102
276342,47979643,1000103
276343,47979643,1000111
276344,47979643,1000112
276345,47979643,1000117
277586,48545908,1000001
277587,48545908,1000016
277588,48545908,1000027
277589,48545908,1000038
277590,48545908,1000040
277591,48545908,1000071
277592,48545908,1000078
277593,48545908,1000079
277594,48545908,1000090
277595,48545908,1000092
277596,48545908,1000097
277597,48545908,1000100
277598,48545908,1000102
277599,48545908,1000103
277600,48545908,1000104
277601,48545908,1000111
277602,48545908,1000112
277603,48545908,1000118
277878,48467514,1000002
277879,48467514,1000016
277880,48467514,1000100
277881,48467514,1000102
277882,48467514,1000112
277943,47695190,1000016
277944,47695190,1000019
277945,47695190,1000027
277946,47695190,1000100
277947,47695190,1000102
277948,47695190,1000103
277949,47695190,1000111
277950,47695190,1000112
277951,47695190,2000148
278858,48713277,1000100
278859,48713277,1000106
278860,48713277,1000112
278861,48713277,2000148
279483,48713036,1000002
279484,48713036,1000009
279485,48713036,1000015
279486,48713036,1000016
279487,48713036,1000027
279488,48713036,1000038
279489,48713036,1000046
279490,48713036,1000071
279491,48713036,1000078
279492,48713036,1000079
279493,48713036,1000090
279494,48713036,1000102
279495,48713036,1000112
279496,48713036,1000116
279497,48713036,2000137
279498,48713036,2000148
280471,48545892,1000001
280472,48545892,1000016
280473,48545892,1000019
280474,48545892,1000027
280475,48545892,1000038
280476,48545892,1000040
280477,48545892,1000068
280478,48545892,1000071
